Date,Open,High,Low,Close,Volume,DayOfWeek,DayName,WeekendGap,WeekendGapPct
2009-06-16,77.749,78.324,76.02,76.441,76875599880,1,Tuesday,,
2009-06-17,76.438,77.284,75.173,76.006,77067199970,2,Wednesday,,
2009-06-18,76.028,77.794,75.719,76.987,76450599910,3,Thursday,,
2009-06-19,76.997,78.291,76.994,77.575,120442500120,4,Friday,,
2009-06-22,77.454,77.53,75.275,75.295,342618190260,0,Monday,-0.121,-0.156
2009-06-23,75.295,75.935,74.03,75.565,437254780610,1,Tuesday,,
2009-06-24,75.555,76.825,75.275,76.185,368769319870,2,Wednesday,,
2009-06-25,76.185,77.27,76.125,76.952,480950720050,3,Thursday,,
2009-06-26,76.937,77.444,76.565,76.885,351849399690,4,Friday,,
2009-06-29,76.79,77.76,76.135,77.625,271764910470,0,Monday,-0.095,-0.1236
2009-06-30,77.647,78.26,77.33,77.665,466579449860,1,Tuesday,,
2009-07-01,77.665,78.385,77.525,78.105,480887860080,2,Wednesday,,
2009-07-02,78.115,78.26,76.055,76.135,319742490120,3,Thursday,,
2009-07-03,76.135,76.94,75.79,76.449,278693700010,4,Friday,,
2009-07-06,76.438,76.454,74.77,76.035,667296349910,0,Monday,-0.011,-0.0144
2009-07-07,76.045,76.615,74.785,74.87,835113251290,1,Tuesday,,
2009-07-08,74.865,74.925,70.94,72.275,797682850380,2,Wednesday,,
2009-07-09,72.3,73.37,71.625,72.78,722331830470,3,Thursday,,
2009-07-10,72.775,73.1,71.16,72.025,693269600150,4,Friday,,
2009-07-13,71.941,72.845,70.75,72.795,848594999040,0,Monday,-0.084,-0.1166
2009-07-14,72.8,74.41,72.525,74.12,902324450290,1,Tuesday,,
2009-07-15,74.13,75.99,74.095,75.645,779443350350,2,Wednesday,,
2009-07-16,75.645,75.875,74.51,75.7,584093700870,3,Thursday,,
2009-07-17,75.7,75.79,74.66,75.57,645554399640,4,Friday,,
2009-07-20,75.443,77.02,75.34,76.89,684332399600,0,Monday,-0.127,-0.1681
2009-07-21,76.875,77.195,75.63,76.68,624107200650,1,Tuesday,,
2009-07-22,76.675,76.94,75.575,76.385,678541619490,2,Wednesday,,
2009-07-23,76.38,78.03,76.235,77.07,736105999150,3,Thursday,,
2009-07-24,77.07,77.695,76.925,77.43,602261099240,4,Friday,,
2009-07-27,77.481,78.625,77.175,78.28,765763399790,0,Monday,0.051,0.0659
2009-07-28,78.295,79.285,77.33,78.155,703696219330,1,Tuesday,,
2009-07-29,78.145,78.365,76.845,77.6,845249449160,2,Wednesday,,
2009-07-30,77.595,79.295,77.365,78.88,741819999630,3,Thursday,,
2009-07-31,78.88,79.525,78.545,79.11,668243800660,4,Friday,,
2009-08-03,79.088,80.34,78.975,80.2,644879499810,0,Monday,-0.022,-0.0278
2009-08-04,80.195,80.82,79.34,80.39,750394400810,1,Tuesday,,
2009-08-05,80.41,80.585,79.315,79.805,762229659230,2,Wednesday,,
2009-08-06,79.81,80.805,79.68,80.11,414871499950,3,Thursday,,
2009-08-07,80.105,81.92,79.47,81.665,275596849800,4,Friday,,
2009-08-10,81.375,82.0,80.865,81.325,247807810180,0,Monday,-0.29,-0.3551
2009-08-11,81.325,81.38,79.275,79.57,259643399970,1,Tuesday,,
2009-08-12,79.57,80.545,77.9,80.075,286574299990,2,Wednesday,,
2009-08-13,80.055,81.355,79.725,80.47,245237229760,3,Thursday,,
2009-08-14,80.445,80.85,78.395,79.03,207718549860,4,Friday,,
2009-08-17,78.532,78.981,77.04,77.515,276480200160,0,Monday,-0.498,-0.6301
2009-08-18,77.515,78.725,77.415,78.265,254988320230,1,Tuesday,,
2009-08-19,78.26,78.845,76.69,77.95,245068519850,2,Wednesday,,
2009-08-20,77.945,78.705,77.64,78.29,228688499760,3,Thursday,,
2009-08-21,78.29,79.145,76.85,78.78,246565490130,4,Friday,,
